,offer_type,offer_id,person,time,difficulty,duration,reward,web,email,mobile,social,bogo,discount,informational,age,income,member_date_int,F,M,typical_spending_m1,num_offers,spending_during_offer
64079,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,072731be403a472883bed6c38a8e7aa8,576,10,5,10,1,1,1,1,1,0,0,50,73000.0,1079,0,1,0.16011396011396012,2,0.0
64083,bogo,f19421c1d4aa40978ebb69ca19b0e20d,f4bc91d5a549410d8f98a2461dc24baa,576,5,5,5,1,1,1,1,1,0,0,118,65405.0,316,0,0,0.009026798307475315,1,0.0
64085,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,b5a4426b80024f66b21770f8c99b0563,576,7,7,3,1,1,1,1,0,1,0,118,65405.0,894,0,0,0.03173469387755101,4,0.0
64086,discount,fafdcd668e3743c1bb461111dcafc2a4,1cfcd68cdb744c0eaae1b4147bcd425c,576,10,10,2,1,1,1,1,0,1,0,74,72000.0,1822,1,0,0.024119318181818183,1,0.0
64092,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,0091d2b6a5ea4defaa8393e4e816db60,576,10,5,10,1,1,1,1,1,0,0,62,81000.0,1054,1,0,0.3577272727272727,2,0.0
64095,bogo,ae264e3637204a6fb9bb56bc8210ddfd,d83092f394ae45e59b8934f2726b681a,576,10,7,10,0,1,1,1,1,0,0,45,55000.0,1737,0,1,0.040608203677510606,1,0.0
64096,bogo,f19421c1d4aa40978ebb69ca19b0e20d,3d1738283537455290b473b991ff557b,576,5,5,5,1,1,1,1,1,0,0,51,81000.0,702,1,0,0.2525464949928469,2,0.0
64098,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,382e9ed67d2f4d80b9223d16a5d7344a,576,7,7,3,1,1,1,1,0,1,0,64,59000.0,1507,0,1,0.07759825327510918,3,0.0
64102,discount,2906b810c7d4411798c6938adc9daaa5,807199e7716f4d78974416f917582b78,576,10,7,2,1,1,1,0,0,1,0,66,70000.0,1433,0,1,0.1609475218658892,4,28.85
64104,informational,5a8bc65990b245e5a138643cd4eb9837,e6678c42a1064450814bd0818a95a76b,576,0,3,0,0,1,1,1,0,0,1,40,51000.0,1584,1,0,0.19461322081575247,1,0.0
64105,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,dd31ce6c87d34180ba57901368e03b33,576,10,5,10,1,1,1,1,1,0,0,74,64000.0,785,0,1,0.19159379407616364,1,0.0
64121,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,8087bee1c6164205804a1e5459138752,576,10,5,10,1,1,1,1,1,0,0,48,82000.0,1167,1,0,0.11605413105413105,2,18.05
64142,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,c4e955dccd834bc9897954176f0e9622,576,5,7,5,1,1,1,0,1,0,0,118,65405.0,1350,0,0,0.029671428571428567,2,0.0
64147,discount,fafdcd668e3743c1bb461111dcafc2a4,e6d75ffe3371472b80c2ed8c51dbddaa,576,10,10,2,1,1,1,1,0,1,0,42,60000.0,1005,0,1,0.07126420454545455,1,0.0
64152,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,ae27549c1fcc4407a7d5d270928ff0ab,576,10,5,10,1,1,1,1,1,0,0,38,38000.0,1782,0,1,0.6816220028208745,1,0.0
64154,bogo,f19421c1d4aa40978ebb69ca19b0e20d,291cba1be979478ca1aa0ba29bc0c849,576,5,5,5,1,1,1,1,1,0,0,74,61000.0,1638,1,0,0.09437235543018337,1,0.0
64156,bogo,ae264e3637204a6fb9bb56bc8210ddfd,0de88a1f670a470ab5dda5e4242bcbb9,576,10,7,10,0,1,1,1,1,0,0,65,88000.0,1362,1,0,0.23714488636363634,2,0.0
64163,informational,5a8bc65990b245e5a138643cd4eb9837,7fb2ca83a6e44523a9bd52760ca2a51e,576,0,3,0,0,1,1,1,0,0,1,64,59000.0,408,1,0,0.04109843081312412,2,0.0
64164,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,a0b7b9a0de5d43a7badb49673bd85c65,576,10,5,10,1,1,1,1,1,0,0,50,67000.0,779,1,0,0.2633859397417504,3,7.93
64165,informational,5a8bc65990b245e5a138643cd4eb9837,1d02e70963a6471c9fe05962b0766d32,576,0,3,0,0,1,1,1,0,0,1,118,65405.0,1335,0,0,0.017308248914616495,3,0.0
64169,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,b93ca45ff1c14f5cacad3c011e1e7fe3,576,5,7,5,1,1,1,0,1,0,0,118,65405.0,777,0,0,0.028638360175695463,4,0.0
64173,informational,5a8bc65990b245e5a138643cd4eb9837,e5c6a20a9e484510ab9977e353a07d60,576,0,3,0,0,1,1,1,0,0,1,62,65000.0,793,0,1,0.056786226685796276,3,4.13
64174,bogo,f19421c1d4aa40978ebb69ca19b0e20d,cb6f79f5cba444099bc59dd466551ff3,576,5,5,5,1,1,1,1,1,0,0,118,65405.0,829,0,0,0.0186904761904762,6,0.0
64175,informational,3f207df678b143eea3cee63160fa8bed,c081384f13c441d38583a0f9fa0f3c25,576,0,4,0,1,1,1,0,0,0,1,118,65405.0,1499,0,0,0.006480686695278968,3,0.0
64185,informational,3f207df678b143eea3cee63160fa8bed,a16c2818b2ab4065801b1be1f1fecaf3,576,0,4,0,1,1,1,0,0,0,1,118,65405.0,1509,0,0,0.02195714285714286,2,0.0
64194,bogo,f19421c1d4aa40978ebb69ca19b0e20d,80f68f9a907847cb827ca1ce0b30f935,576,5,5,5,1,1,1,1,1,0,0,55,41000.0,1546,0,1,0.017489421720733433,1,0.0
64195,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,2d159d2ab57e44bbaec3ba7b31c13f7c,576,10,5,10,1,1,1,1,1,0,0,118,65405.0,871,0,0,0.05263081395348837,4,3.82
64197,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,f67c8120151b4800b01a13f33d284ed0,576,7,7,3,1,1,1,1,0,1,0,40,91000.0,1211,0,1,0.2807359307359307,3,0.0
64198,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,393833837038441aa4eb172c1220ad2a,576,5,7,5,1,1,1,0,1,0,0,64,59000.0,1406,1,0,0.18425219941348966,4,0.0
64200,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,b5c5091888604fefb1219e5fa0aece97,576,5,7,5,1,1,1,0,1,0,0,71,87000.0,1373,0,1,0.2330142857142857,2,0.0
64207,informational,3f207df678b143eea3cee63160fa8bed,ecdde9d9ac5e41828ec0d8783bebc841,576,0,4,0,1,1,1,0,0,0,1,64,38000.0,1527,0,1,0.14509859154929575,1,0.0
64211,discount,fafdcd668e3743c1bb461111dcafc2a4,cec189ab2d824aaf9b4090cbad51cf48,576,10,10,2,1,1,1,1,0,1,0,45,68000.0,1537,0,1,0.022599431818181817,1,8.87
64212,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,4c334d1bf6164df59383174c7310803f,576,7,7,3,1,1,1,1,0,1,0,60,47000.0,1764,1,0,0.11598302687411598,1,0.0
64219,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,2ea73e6c54a24ada860f42fd56a80b3b,576,5,7,5,1,1,1,0,1,0,0,47,82000.0,1176,0,1,0.2419519094766619,1,0.0
64221,bogo,f19421c1d4aa40978ebb69ca19b0e20d,051066a2c1284e23a1e3a2cc1389f23f,576,5,5,5,1,1,1,1,1,0,0,22,31000.0,942,0,1,0.11048433048433047,2,0.0
64224,discount,2906b810c7d4411798c6938adc9daaa5,67a899449da64a6287cb68b6fee98b32,576,10,7,2,1,1,1,0,0,1,0,63,77000.0,1201,0,1,0.1954857142857143,3,0.0
64229,bogo,ae264e3637204a6fb9bb56bc8210ddfd,6f4665ef722b42fcaf867479445d9d2d,576,10,7,10,0,1,1,1,1,0,0,46,42000.0,1668,0,1,0.0192,2,4.23
64248,bogo,f19421c1d4aa40978ebb69ca19b0e20d,5a609dc56d1c4f6d848040b23ca6c806,576,5,5,5,1,1,1,1,1,0,0,118,65405.0,1627,0,0,0.22338504936530326,1,0.0
64249,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,533342f427824eb59adc4aa9949fe666,576,5,7,5,1,1,1,0,1,0,0,42,56000.0,918,1,0,0.13532846715328467,4,0.0
64250,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,93e406d7bc0542f186e32392e53ff423,576,7,7,3,1,1,1,1,0,1,0,37,82000.0,1109,0,1,0.15384615384615385,2,31.96
64253,informational,5a8bc65990b245e5a138643cd4eb9837,218c1302fe7e494283dce3c253d1104c,576,0,3,0,0,1,1,1,0,0,1,63,90000.0,1722,0,1,0.1058649789029536,1,0.0
64255,discount,2906b810c7d4411798c6938adc9daaa5,528339af535e43aaaa128fc5044fb46d,576,10,7,2,1,1,1,0,0,1,0,60,57000.0,1765,0,1,0.07612446958981613,1,0.0
64258,bogo,ae264e3637204a6fb9bb56bc8210ddfd,00c5a385c71a4d3db5e9b4e31e430943,576,10,7,10,0,1,1,1,1,0,0,28,35000.0,1527,0,1,0.003663366336633663,1,0.0
64259,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,603d8e96f2be422480ef3b29d899d94f,576,7,7,3,1,1,1,1,0,1,0,76,76000.0,981,0,1,0.2053889674681754,1,0.0
64261,discount,fafdcd668e3743c1bb461111dcafc2a4,ccca0c2ebba147a6a37e37bee03b5d63,576,10,10,2,1,1,1,1,0,1,0,36,52000.0,1691,0,1,0.2377809798270893,2,0.0
64262,bogo,ae264e3637204a6fb9bb56bc8210ddfd,4a28b6d05e6145aaa004088131840b0c,576,10,7,10,0,1,1,1,1,0,0,28,51000.0,92,0,1,0.07295615275813297,1,0.0
64271,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,72c31f4851d14c85aef4fe06f9c13c4a,576,7,7,3,1,1,1,1,0,1,0,31,45000.0,1819,0,1,0.030142450142450143,2,1.8
64272,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,ae00862bd7434951862a6f94c4482898,576,7,7,3,1,1,1,1,0,1,0,55,52000.0,1636,0,1,0.05489884393063583,4,0.0
64275,bogo,ae264e3637204a6fb9bb56bc8210ddfd,8df06dd9393c4268949244071f1c2dfe,576,10,7,10,0,1,1,1,1,0,0,72,39000.0,1463,1,0,0.14158571428571426,2,4.66
64277,bogo,f19421c1d4aa40978ebb69ca19b0e20d,0d732f0791d34ef393aa6dee0b260ede,576,5,5,5,1,1,1,1,1,0,0,80,41000.0,174,0,1,0.04303116147308782,2,0.0
64296,informational,5a8bc65990b245e5a138643cd4eb9837,de8ea15f5f0545b6b45df1a7ae2dca11,576,0,3,0,0,1,1,1,0,0,1,46,32000.0,1533,0,1,0.09846590909090908,2,0.0
64298,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,cc00d76372a14f439a9bf165169c287d,576,10,5,10,1,1,1,1,1,0,0,70,98000.0,1432,0,1,0.19090267983074752,1,0.0
64307,bogo,ae264e3637204a6fb9bb56bc8210ddfd,5a170594b50f41d9bcacc6c05e6271dd,576,10,7,10,0,1,1,1,1,0,0,59,72000.0,1600,1,0,0.2485179640718563,6,0.0
64311,bogo,ae264e3637204a6fb9bb56bc8210ddfd,2f81287ac4074fcfae3be447a3c19950,576,10,7,10,0,1,1,1,1,0,0,73,37000.0,1645,1,0,0.022616690240452614,1,1.96
64318,bogo,ae264e3637204a6fb9bb56bc8210ddfd,610d28575297498cba95d3dbb85f2478,576,10,7,10,0,1,1,1,1,0,0,47,59000.0,805,1,0,0.1771285714285714,2,0.0
64320,bogo,ae264e3637204a6fb9bb56bc8210ddfd,01443a2afce54939a323c978f467c540,576,10,7,10,0,1,1,1,1,0,0,61,118000.0,803,1,0,0.5617196531791908,3,0.0
64321,discount,fafdcd668e3743c1bb461111dcafc2a4,d61af4fe2054410e9de5825f01d27141,576,10,10,2,1,1,1,1,0,1,0,39,90000.0,1080,1,0,0.4667897727272727,1,0.0
64329,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,b463e46aa28748849542d6f24d775240,576,7,7,3,1,1,1,1,0,1,0,69,74000.0,1205,1,0,0.1399009900990099,1,0.0
64341,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,6794b7bff3864634bae703a17eaece14,576,10,5,10,1,1,1,1,1,0,0,118,65405.0,768,0,0,0.05051282051282052,2,0.0
64342,discount,fafdcd668e3743c1bb461111dcafc2a4,25656382424241009698120962046477,576,10,10,2,1,1,1,1,0,1,0,58,63000.0,190,0,1,0.0853125,1,13.94
64344,informational,5a8bc65990b245e5a138643cd4eb9837,b7c51ac14faa45d1b8a0756d4216dede,576,0,3,0,0,1,1,1,0,0,1,37,46000.0,496,0,1,0.02527426160337553,1,0.0
64345,informational,5a8bc65990b245e5a138643cd4eb9837,d034e28ea9f846e497eac1f24eee7fe0,576,0,3,0,0,1,1,1,0,0,1,22,51000.0,1491,1,0,0.037805907172995784,1,0.0
64347,discount,fafdcd668e3743c1bb461111dcafc2a4,fc543a5400c742f39aff9b7d654227e4,576,10,10,2,1,1,1,1,0,1,0,48,39000.0,1796,0,1,0.0016477272727272731,1,0.0
64350,discount,fafdcd668e3743c1bb461111dcafc2a4,bb9b453f38d74d14b219caa1a6a3e4f5,576,10,10,2,1,1,1,1,0,1,0,42,57000.0,338,0,1,0.09201704545454546,1,0.0
64360,discount,fafdcd668e3743c1bb461111dcafc2a4,f433cff29e324685ae74dd8488ee34bd,576,10,10,2,1,1,1,1,0,1,0,54,53000.0,1031,1,0,0.3041571428571429,2,0.0
64365,discount,fafdcd668e3743c1bb461111dcafc2a4,94b6a06fdbb1496193b6402ae2f31509,576,10,10,2,1,1,1,1,0,1,0,76,109000.0,1453,1,0,0.1290056818181818,1,0.0
64367,discount,fafdcd668e3743c1bb461111dcafc2a4,ed53076edc1d445cabf99d3d0b37a6a9,576,10,10,2,1,1,1,1,0,1,0,36,37000.0,584,0,1,0.05842329545454545,1,0.0
64369,bogo,f19421c1d4aa40978ebb69ca19b0e20d,b4f2fa2ea0674f53916963aecf291dfb,576,5,5,5,1,1,1,1,1,0,0,19,34000.0,535,0,1,0.06976022566995768,1,0.0
64371,discount,fafdcd668e3743c1bb461111dcafc2a4,147be99d763240b4b7cbe0e024693807,576,10,10,2,1,1,1,1,0,1,0,59,111000.0,927,1,0,0.2185653409090909,1,0.0
64373,discount,fafdcd668e3743c1bb461111dcafc2a4,9e116eeee25949e7b1a3f91227db7422,576,10,10,2,1,1,1,1,0,1,0,38,63000.0,1469,1,0,0.19269452449567726,3,0.0
64376,bogo,f19421c1d4aa40978ebb69ca19b0e20d,1bead1cdfe3c4be1a0840deceb396be6,576,5,5,5,1,1,1,1,1,0,0,70,35000.0,1463,0,1,0.035091678420310295,1,0.0
64381,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,b085f625dfab4a6e860e32fadb64bd68,576,7,7,3,1,1,1,1,0,1,0,40,70000.0,1803,0,1,0.08294452347083926,2,0.0
64383,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,d71e2c089c114db7bc7cebf9cd4f20e2,576,7,7,3,1,1,1,1,0,1,0,40,99000.0,153,0,1,0.2733239038189533,1,0.0
64385,bogo,ae264e3637204a6fb9bb56bc8210ddfd,709a73a7b8e941c097c51211da03ee8d,576,10,7,10,0,1,1,1,1,0,0,49,79000.0,886,0,1,0.3652367288378766,2,0.0
64398,discount,fafdcd668e3743c1bb461111dcafc2a4,44a4a4331353432f9700d131b1f18376,576,10,10,2,1,1,1,1,0,1,0,60,32000.0,1590,1,0,0.12353025936599425,2,0.0
64400,bogo,f19421c1d4aa40978ebb69ca19b0e20d,2fef3d75176e4b42b57a201a46950aba,576,5,5,5,1,1,1,1,1,0,0,53,87000.0,1399,1,0,0.2766431593794076,1,0.0
64402,bogo,ae264e3637204a6fb9bb56bc8210ddfd,abcc3cffbf8b483bad88116fe6ee3cd5,576,10,7,10,0,1,1,1,1,0,0,118,65405.0,1781,0,0,0.0108,2,0.0
64405,discount,fafdcd668e3743c1bb461111dcafc2a4,9f3d1ae4c6f14070a3ef5d0ef1c9d966,576,10,10,2,1,1,1,1,0,1,0,44,55000.0,828,0,1,0.15154294032023288,4,5.27
64408,bogo,ae264e3637204a6fb9bb56bc8210ddfd,593c3cd7ab1e4a10a6f9279544da7df3,576,10,7,10,0,1,1,1,1,0,0,96,82000.0,988,0,1,0.3118104667609618,1,0.0
64411,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,3b9dd46d45664a94b829246a1b840a40,576,7,7,3,1,1,1,1,0,1,0,56,88000.0,1423,1,0,0.3255728429985856,1,0.0
64425,bogo,ae264e3637204a6fb9bb56bc8210ddfd,98b81a8ffdd14bb986d80673491171a7,576,10,7,10,0,1,1,1,1,0,0,58,44000.0,1038,0,1,0.18399147727272733,2,0.0
64426,informational,5a8bc65990b245e5a138643cd4eb9837,2eb501be079b40ef818089b92a30b119,576,0,3,0,0,1,1,1,0,0,1,60,64000.0,1815,0,1,0.04677187948350072,3,0.0
64428,bogo,ae264e3637204a6fb9bb56bc8210ddfd,ccb8f7c05e7745758f0dddff7c7d2ca7,576,10,7,10,0,1,1,1,1,0,0,84,53000.0,1317,0,1,0.11086280056577087,1,0.0
64429,bogo,ae264e3637204a6fb9bb56bc8210ddfd,2234fe1f1b6549f69b40bab5152238f7,576,10,7,10,0,1,1,1,1,0,0,79,102000.0,1273,1,0,0.3481329561527581,1,26.76
64430,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,d3fde2db514a40c8bae78da030e153a9,576,7,7,3,1,1,1,1,0,1,0,38,99000.0,1449,1,0,0.5346253602305476,3,0.0
64433,discount,2906b810c7d4411798c6938adc9daaa5,406b1422299944039e05c12a48dba84a,576,10,7,2,1,1,1,0,0,1,0,84,72000.0,1531,0,1,0.9772135785007072,1,23.58
64434,bogo,f19421c1d4aa40978ebb69ca19b0e20d,6e87b7b5b49b4f6b91e50e7141cd5a21,576,5,5,5,1,1,1,1,1,0,0,53,68000.0,1571,1,0,0.11019886363636364,2,0.0
64441,discount,fafdcd668e3743c1bb461111dcafc2a4,77a05cdcda3e431eba0cbf280450ff17,576,10,10,2,1,1,1,1,0,1,0,68,88000.0,1290,1,0,0.2951420454545455,1,0.0
64447,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,88a5c73f15144c5fae93006b818adb79,576,7,7,3,1,1,1,1,0,1,0,34,39000.0,1717,0,1,0.014347826086956525,3,0.0
64449,discount,fafdcd668e3743c1bb461111dcafc2a4,21235376597f4d94af106ebba288304c,576,10,10,2,1,1,1,1,0,1,0,118,65405.0,775,0,0,0.03026988636363637,1,0.0
64450,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,aaa2642abc654a0c89d19fde82229dce,576,5,7,5,1,1,1,0,1,0,0,87,58000.0,926,1,0,0.16157001414427158,1,0.0
64453,informational,5a8bc65990b245e5a138643cd4eb9837,2eab0e7827794dba9634144fb7722379,576,0,3,0,0,1,1,1,0,0,1,49,102000.0,1630,1,0,0.12289732770745428,1,0.0
64454,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,e0653781c9954236b42c0c7e264aa7b8,576,7,7,3,1,1,1,1,0,1,0,66,35000.0,1735,0,1,0.006936416184971097,3,0.0
64459,bogo,ae264e3637204a6fb9bb56bc8210ddfd,881f59885b5845fd8c1b56502018befd,576,10,7,10,0,1,1,1,1,0,0,24,40000.0,1619,0,1,0.06437321937321938,2,0.0
64462,informational,5a8bc65990b245e5a138643cd4eb9837,c0ec94b876144b3ab6605ff6e9527564,576,0,3,0,0,1,1,1,0,0,1,25,35000.0,469,0,1,0.05493580599144079,2,0.0
64465,informational,5a8bc65990b245e5a138643cd4eb9837,0b3878783eed4009993f706e51f19d9e,576,0,3,0,0,1,1,1,0,0,1,25,74000.0,1799,0,1,0.4409845288326301,1,0.0
64469,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,037c3e0c1cd6477dbe15812a05619fc5,576,7,7,3,1,1,1,1,0,1,0,60,77000.0,1591,1,0,0.19223479490806225,1,0.0
64470,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,cef9b883c0c947e88659c9eb361b3250,576,7,7,3,1,1,1,1,0,1,0,48,57000.0,1373,0,1,0.35842857142857143,2,0.0
64479,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,625c603b60d64af5ab974556fa8697fc,576,5,7,5,1,1,1,0,1,0,0,44,61000.0,1371,1,0,0.1505,2,0.0
64497,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,90e3006dafc4487aa3edadcaa8cc36de,576,10,5,10,1,1,1,1,1,0,0,43,56000.0,1389,0,1,0.1277841726618705,3,0.0
64501,informational,5a8bc65990b245e5a138643cd4eb9837,9b7880f5980b4df8bc3d3a7f895f6174,576,0,3,0,0,1,1,1,0,0,1,118,65405.0,1233,0,0,0.04019690576652602,1,0.0
64502,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,b5cf666d37d345df83147aee3740a9c8,576,10,5,10,1,1,1,1,1,0,0,71,73000.0,804,0,1,0.31870239774330045,1,0.0
64506,discount,2906b810c7d4411798c6938adc9daaa5,f656b5959a8b427782abb0888331eb5d,576,10,7,2,1,1,1,0,0,1,0,86,93000.0,764,1,0,0.2858,2,0.0
64507,discount,2906b810c7d4411798c6938adc9daaa5,eb3ada86b4e3441b94d53427aa0d9eed,576,10,7,2,1,1,1,0,0,1,0,118,65405.0,1719,0,0,0.024928160919540237,3,0.0
64508,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,0cec20d571574e2d810148b0e26b2047,576,5,7,5,1,1,1,0,1,0,0,71,32000.0,583,0,1,0.03288543140028288,1,3.3
64512,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,91e68a13d7e5471cb53796d45b04f359,576,5,7,5,1,1,1,0,1,0,0,48,74000.0,1501,1,0,0.12545714285714288,2,0.0
64519,discount,fafdcd668e3743c1bb461111dcafc2a4,2e1e9244533443949f90b74a1985f9a6,576,10,10,2,1,1,1,1,0,1,0,60,53000.0,881,1,0,0.14376811594202898,3,6.78
64526,informational,5a8bc65990b245e5a138643cd4eb9837,2c44d54d50914317a8d09bd305b04e72,576,0,3,0,0,1,1,1,0,0,1,31,40000.0,767,0,1,0.04460227272727273,2,4.97
64527,bogo,f19421c1d4aa40978ebb69ca19b0e20d,ac27dd4e3a8a4f02a36ac868c29de650,576,5,5,5,1,1,1,1,1,0,0,42,59000.0,1484,1,0,0.16018651362984218,3,0.0
64530,bogo,ae264e3637204a6fb9bb56bc8210ddfd,c8ecfc8685bd4cbc89f5a0e67c05ed2d,576,10,7,10,0,1,1,1,1,0,0,118,65405.0,1307,0,0,0.014073550212164072,1,0.0
64536,bogo,ae264e3637204a6fb9bb56bc8210ddfd,015c3d28c67e46aa95e9ec97c27220e8,576,10,7,10,0,1,1,1,1,0,0,56,99000.0,967,0,1,0.3197176820208024,5,0.0
64537,bogo,f19421c1d4aa40978ebb69ca19b0e20d,3c7108e2cf594134ac0bb027e040afb5,576,5,5,5,1,1,1,1,1,0,0,60,99000.0,1632,1,0,1.4804415954415957,2,0.0
64543,informational,3f207df678b143eea3cee63160fa8bed,501b5637836047bfba730b7cb27d3f70,576,0,4,0,1,1,1,0,0,0,1,64,76000.0,1588,1,0,0.07630747126436782,3,0.0
64551,informational,5a8bc65990b245e5a138643cd4eb9837,f4e2258e9c23436e8db7dea8a2e12ec5,576,0,3,0,0,1,1,1,0,0,1,55,81000.0,1479,1,0,1.4302812939521798,1,0.0
64566,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,496cca27500b46c09957bd056ef743fb,576,5,7,5,1,1,1,0,1,0,0,118,65405.0,1670,0,0,0.007584683357879234,5,0.0
64569,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,b13775803ef54a42970428c05b9f3dfb,576,5,7,5,1,1,1,0,1,0,0,45,61000.0,1088,1,0,0.2622525107604017,3,17.77
64572,informational,3f207df678b143eea3cee63160fa8bed,c32b39e1886d4ec2a895d9a531496f25,576,0,4,0,1,1,1,0,0,0,1,60,101000.0,1614,1,0,0.14733802816901406,1,0.0
64575,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,eeac54fc267c42838fb3e030b38a309e,576,7,7,3,1,1,1,1,0,1,0,28,41000.0,998,0,1,0.06659999999999999,2,4.31
64580,bogo,ae264e3637204a6fb9bb56bc8210ddfd,5586f134881d439f9223201f3a1ce9a7,576,10,7,10,0,1,1,1,1,0,0,118,65405.0,456,0,0,0.01166902404526167,1,0.0
64581,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,2c969df103ad4ed5a4e9fc6ba6daa8ed,576,5,7,5,1,1,1,0,1,0,0,71,72000.0,1313,1,0,0.245007072135785,1,0.0
64582,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,bea7a8fa65284ef98edeeee7cb8abd53,576,7,7,3,1,1,1,1,0,1,0,63,58000.0,1689,1,0,0.13467236467236468,2,0.0
64585,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,352365e0b86342689793a4be4841d920,576,7,7,3,1,1,1,1,0,1,0,64,61000.0,1685,0,1,0.02256410256410256,2,0.0
64593,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,3d3e9cf3fd384c99890a5711ab998816,576,5,7,5,1,1,1,0,1,0,0,118,65405.0,1696,0,0,0.0078,2,0.0
64595,discount,2906b810c7d4411798c6938adc9daaa5,90e5d2a83ab744d99e01128adfa49d7c,576,10,7,2,1,1,1,0,0,1,0,53,50000.0,1166,0,1,0.18786127167630054,3,0.0
64597,bogo,f19421c1d4aa40978ebb69ca19b0e20d,b1f4ece7d49342628a9ed77aee2cde58,576,5,5,5,1,1,1,1,1,0,0,37,64000.0,1621,0,1,0.18878612716763007,3,0.0
64600,discount,2906b810c7d4411798c6938adc9daaa5,e26309c6dfc845d09ae8812d2c3282cc,576,10,7,2,1,1,1,0,0,1,0,37,60000.0,837,1,0,0.25282639885222385,2,0.0
64603,discount,fafdcd668e3743c1bb461111dcafc2a4,befa139192644f5281eef72115c7c4e3,576,10,10,2,1,1,1,1,0,1,0,66,48000.0,1497,0,1,0.016671532846715333,4,0.0
64604,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,55289282866847c681072561a2cd5474,576,7,7,3,1,1,1,1,0,1,0,118,65405.0,1254,0,0,0.03447058823529412,5,0.0
64610,discount,0b1e1539f2cc45b7b9fa7c272da2e1d7,1bd4211f13814808b1eb71c087e9b391,576,20,10,5,1,1,0,0,0,1,0,37,69000.0,1176,0,1,0.3237337192474674,3,0.0
64627,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,d62ec1401c65445ab4e425f4c263a289,576,10,5,10,1,1,1,1,1,0,0,82,115000.0,1590,0,1,0.2062158273381295,3,0.0
64628,bogo,ae264e3637204a6fb9bb56bc8210ddfd,fc12f97780a245f39af4f3516224edd1,576,10,7,10,0,1,1,1,1,0,0,41,57000.0,324,0,1,0.0794820143884892,3,0.0
64629,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,df0f7b3282b047b79713a6d86fbceba5,576,10,5,10,1,1,1,1,1,0,0,75,89000.0,902,0,1,0.9631875881523272,1,0.0
64631,discount,fafdcd668e3743c1bb461111dcafc2a4,2cad48dcddc44f9dac43c2d9b476535b,576,10,10,2,1,1,1,1,0,1,0,61,49000.0,811,1,0,0.06646638054363377,2,0.0
64637,informational,5a8bc65990b245e5a138643cd4eb9837,cc44cc35b0f044aaa9f174549fe86577,576,0,3,0,0,1,1,1,0,0,1,38,59000.0,69,1,0,0.048706047819971884,1,0.0
64638,discount,0b1e1539f2cc45b7b9fa7c272da2e1d7,a9a8d1a0bb854a648a4975e951d8d36c,576,20,10,5,1,1,0,0,0,1,0,43,75000.0,1151,1,0,0.2395168374816984,4,0.0
